UDI,Product ID,Type,Cooling temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Lubricant pressure [bar],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Air temperature [K]
686,M15545,M,153.8631335,309,1636,29.7,4.135109026,32,0,0,0,0,0,297.7
7603,L54782,L,280.0070511,311.2,1705,28.7,4.447243485,20,0,0,0,0,0,300.4
7785,L54964,L,281.6126634,311.5,1403,60.1,1.544803538,58,0,0,0,0,0,300.3
3244,L50423,L,389.6642067,309.6,1724,28.1,6.053734479,133,0,0,0,0,0,301
5845,L53024,L,251.7412681,311.1,1462,37.1,8.269300442,41,0,0,0,0,0,301.4
9220,M24079,M,180.1817545,308.8,1350,57,8.508388805,105,0,0,0,0,0,297.7
2462,M17321,M,217.5065168,308.6,1517,39.8,6.885945421,114,0,0,0,0,0,298.9
4084,M18943,M,277.5638264,310.4,1567,36.4,8.312408388,114,0,0,0,0,0,302
2838,L50017,L,385.5172245,309.1,1699,30.3,3.811208426,178,0,0,0,0,0,300.3
3698,L50877,L,251.129408,311.2,1928,23.1,7.145427676,2,0,0,0,0,0,302.2
7129,L54308,L,399.8964321,310,1511,36.9,7.056124303,105,0,0,0,0,0,300.6
6268,L53447,L,278.6072419,310.4,1570,35.2,4.231956566,23,0,0,0,0,0,300.8
4942,M19801,M,108.0992433,312.7,1699,31.5,3.773877518,105,0,0,0,0,0,303.6
5947,L53126,L,148.4179659,310.8,1496,46.4,3.181492602,90,0,0,0,0,0,300.7
4584,M19443,M,133.3725445,311.2,1467,37.7,6.161149238,73,0,0,0,0,0,302.9
5785,M20644,M,310.3412108,311.1,1399,41.8,6.044581282,125,0,0,0,0,0,301.8
4041,L51220,L,152.978127,310.8,1767,27.4,5.852661493,11,0,0,0,0,0,302
2231,L49410,L,338.6978852,308.7,1446,45.7,5.480528633,173,0,0,0,0,0,299.5
7570,L54749,L,234.169806,311,1255,71.8,8.094468527,149,0,0,1,0,0,300.2
936,M15795,M,318.6055147,306,1641,36.6,5.633961336,21,0,0,0,0,0,295.5
2321,H31734,H,362.5137929,308.8,1440,39.1,5.81239997,188,0,0,0,0,0,299.2
4879,L52058,L,207.0736836,312.4,1348,51,1.186911019,152,0,0,0,0,0,303.7
522,L47701,L,306.3976775,309.4,1497,35.8,4.329793409,44,0,0,0,0,0,297.5
523,M15382,M,392.1136545,309.5,1448,43.7,4.782651195,46,0,0,0,0,0,297.5
5346,L52525,L,357.4868971,312.8,1524,39.4,1.473949158,96,0,0,0,0,0,303.5
9877,H39290,H,197.9567923,309.7,1461,55.1,4.269113052,118,0,0,0,0,0,298.8
3360,L50539,L,171.7386556,310.6,1525,41.9,2.305156987,204,,0,0,0,0,
1312,L48491,L,233.9144558,310.1,1587,,1.205182264,162,0,0,0,0,0,298.9
3984,L51163,L,242.0378433,311.3,1389,46.9,4.190388539,106,0,0,0,0,0,302.2
6495,L53674,L,326.3985401,309.7,1617,33.2,7.666298561,185,0,0,0,0,0,300.6
9561,L56740,L,273.9689533,310.9,1487,42.5,7.725632922,164,0,0,0,0,0,299.6
1717,L48896,L,224.9707397,307.7,1523,37.7,8.152904426,80,0,0,0,0,0,
781,M15640,M,252.356195,308,1409,50.7,8.336664072,43,0,0,0,0,0,296.9
8799,L55978,L,200.9044871,308.4,1469,46.7,5.02891184,65,0,0,0,0,0,297.3
8232,L55411,L,295.3056735,310.5,1419,48.8,4.180827693,76,0,0,0,0,0,299.1
5608,M20467,M,111.7048486,312.2,1745,25.5,3.092282652,98,0,0,0,0,0,302.9
5979,L53158,L,368.9184787,310.6,1448,46.3,7.46574193,173,0,0,0,0,0,300.5
652,L47831,L,133.2743646,309.1,1503,38.9,8.738404124,157,0,0,0,0,0,297.6
3748,L50927,L,308.2034908,311.1,1499,38.8,2.012602792,135,0,0,0,0,0,302.5
2197,M17056,M,259.3629351,308.9,1551,35.4,5.412354705,82,0,0,0,0,0,299.7
8419,L55598,L,250.9343353,310.2,1971,23.2,8.057422402,155,0,0,0,0,0,298.9
370,H29783,H,229.996449,308.4,1587,36.1,6.923856504,98,0,0,0,0,0,297.5
9885,L57064,L,393.3593328,309.5,1673,30.8,2.842435746,141,0,0,0,0,0,298.7
8006,L55185,L,172.724934,312,1477,37.3,4.612546351,164,,0,0,0,0,300.8
4215,L51394,L,237.3977455,310.6,1573,36.6,7.235650239,15,0,0,0,0,0,301.9
378,M15237,M,396.353218,308.2,1424,53.9,4.163258228,120,0,0,0,0,0,297.4
9447,H38860,H,388.7805106,308.9,1388,53.5,2.944643078,83,0,0,0,0,0,298.1
2217,L49396,L,325.2867807,309.2,1645,30.8,5.110665474,137,0,0,0,0,0,299.7
8683,M23542,M,399.6353418,308.5,1353,46.5,8.973750319,185,0,0,0,0,0,297.2
1614,L48793,L,327.7868516,308,1296,62.9,9.434724923,41,0,0,0,0,0,297.9
6980,L54159,L,375.5026074,311.2,1353,60.4,8.297276254,139,0,0,0,0,0,300.9
7550,L54729,L,298.1110018,311.4,1544,41.6,8.791600891,97,0,0,0,0,0,300.3
1828,M16687,M,391.008153,307.3,1420,47.8,6.635096432,171,0,0,0,0,0,297.9
3633,L50812,L,111.5011183,311.3,1634,30.6,4.586062982,50,0,0,0,0,0,302.1
963,M15822,M,397.3902683,306.6,1480,,2.572062236,92,0,0,0,0,0,
2994,M17853,M,210.3496545,309.8,1370,55.9,5.071418794,143,0,0,0,0,0,300.5
6607,H36020,H,115.1466576,310.5,1538,44.3,8.881044126,43,0,0,0,0,0,301.5
9673,H39086,H,301.689431,310.2,1744,31.5,1.332198883,0,0,0,0,0,0,299
2377,M17236,M,256.6514903,308.3,1364,51.8,9.556658227,104,0,0,0,0,0,299.2
8881,L56060,L,217.0803545,309.2,1458,39.8,5.225241776,87,0,0,0,0,0,298
360,M15219,M,163.4690698,308.3,1567,34.6,5.607055678,71,0,0,0,0,0,297.6
3840,M18699,M,334.8950648,311,1578,33.5,6.680619118,158,0,0,0,0,0,302.3
8185,L55364,L,259.3080857,311.1,2144,17.7,1.517333332,190,,0,0,0,0,299.8
1247,H30660,H,399.4831953,308.5,1653,33.3,8.14080076,207,0,0,0,0,0,297.2
7505,L54684,L,195.7603468,311.8,1589,42,2.928927696,201,0,0,0,0,0,300.4
8350,M23209,M,284.5630387,309.5,1487,33.6,8.424074075,183,,0,0,0,0,298.7
6512,M21371,M,161.3120098,310.1,2280,15.7,4.209922715,11,0,0,0,0,0,301.2
5088,M19947,M,224.8622457,313,1685,28.2,6.709488509,66,0,0,0,0,0,304
3695,M18554,M,305.5083685,311.3,1511,45,4.469600329,204,0,0,0,0,0,302.1
1574,L48753,L,292.051424,308.2,1466,42.4,1.538004746,164,0,0,0,0,0,298.2
6282,M21141,M,210.3565621,310.8,1455,41.2,7.250827824,56,0,0,0,0,0,301.3
5440,L52619,L,378.4665054,312.5,1626,30.5,3.127838069,87,0,0,0,0,0,303
2568,L49747,L,242.451149,309.1,1766,24.6,1.766009112,158,0,0,0,0,0,299.4
3424,L50603,L,354.3066785,310.4,1496,35.2,9.395428202,153,0,0,0,0,0,301.4
2038,H31451,H,207.2988146,308.7,1940,19.9,6.515183352,98,0,0,0,0,0,299
9244,L56423,L,233.0509488,308.8,1454,49,5.428495834,166,0,0,0,0,0,298.3
773,H30186,H,155.1179885,308,1453,51,8.459799044,24,0,0,0,0,0,296.8
5381,L52560,L,168.1778441,312.3,1494,37.5,2.061219086,198,0,0,0,0,0,302.8
9569,L56748,L,164.1015272,311.1,1588,38,6.905672798,183,0,0,0,0,0,299.8
3563,L50742,L,186.4822492,310.6,1471,43.8,9.759762696,80,0,0,0,0,0,301.7
563,L47742,L,354.9125537,309.5,1574,30.9,3.279744084,151,0,0,0,0,0,297.6
6684,L53863,L,155.9976012,310.9,1318,50.6,8.855759695,11,0,0,0,0,0,301.5
2547,L49726,L,395.3891434,309.1,1605,34.3,5.046904354,107,,0,0,0,0,299.2
5511,L52690,L,342.7046196,312.1,1418,51.4,4.705505054,54,0,0,0,0,0,302.8
5331,L52510,L,375.1377034,312.9,1588,31.9,1.522163684,53,0,0,0,0,0,303.6
9668,L56847,L,274.1928082,310.3,1352,48.9,4.631215472,238,0,0,0,1,0,299.2
4532,L51711,L,144.246645,310.5,1520,41.2,5.46473366,154,0,0,0,0,0,302.5
1675,L48854,L,267.1171015,307.8,1540,37.8,8.963414808,203,0,0,0,0,0,298.1
7396,M22255,M,207.1411513,310.6,1572,38,1.975936205,139,0,0,0,0,0,299.7
366,L47545,L,109.428404,308.4,1353,57.5,6.007894451,88,0,0,0,0,0,297.6
8017,M22876,M,128.1255767,312,1447,41.4,9.176092316,193,0,0,0,0,0,300.9
9377,H38790,H,346.8953211,308.4,1738,27.7,6.523970091,96,0,0,0,0,0,297.7
4328,H33741,H,351.9073675,310.1,1660,29.3,6.429709624,72,0,0,0,0,0,301.7
9984,L57163,L,182.2033562,308.4,1694,28.7,1.28313028,195,0,0,0,0,0,298.7
148,L47327,L,300.0864143,308.4,1515,40.1,7.663504107,179,0,0,0,0,0,298.4
1669,L48848,L,155.624484,307.9,1551,34.1,6.524584577,190,0,0,0,0,0,298.2
3089,M17948,M,397.6738563,309.1,1624,30.8,3.634253355,155,,0,0,0,0,300
8845,H38258,H,382.3842966,308.9,1645,30.8,5.112667195,196,0,0,0,0,0,297.4
7651,L54830,L,337.4305646,311.4,1343,57.7,7.162235847,142,0,0,0,0,0,
408,M15267,M,323.0631338,308.5,1600,42.1,6.357999733,190,0,0,0,0,0,297.4
9585,L56764,L,313.4027588,310.5,1529,41.3,9.007179917,17,0,0,0,0,0,299.3
7789,M22648,,121.439758,311.5,1547,40.9,7.088826205,66,0,0,0,0,0,
3457,H32870,H,160.856294,310.4,1610,38.6,9.909949907,16,0,0,0,0,0,301.4
6187,M21046,M,344.7562416,311,1413,46.6,1.818614632,30,0,0,0,0,0,301.1
4183,L51362,L,123.1745297,310.7,1362,54.8,9.481517091,155,0,1,0,0,0,302.4
3577,L50756,L,241.950086,310.4,1599,41.7,3.574069117,116,0,0,0,0,0,301.6
3272,M18131,M,192.9627471,310,1689,32.1,6.074266353,207,0,0,0,0,0,301.4
4941,L52120,L,137.4988613,312.6,1502,39.5,6.160794342,103,0,0,0,0,,303.6
1032,L48211,L,303.6789368,307.5,1549,36.1,5.031749577,58,0,0,0,0,0,296.4
8873,M23732,M,110.8547288,309.1,1614,38.1,6.363480787,62,0,0,0,0,0,297.9
6231,M21090,M,372.6853505,311,1641,33,5.959314685,145,0,0,0,0,0,301.3
6593,M21452,M,242.9994285,310.7,1457,47.8,1.972759157,7,,0,0,0,0,301.6
8907,L56086,L,272.5370065,308.7,1592,34.4,8.420627209,158,0,0,0,0,0,297.3
9812,L56991,L,261.1060405,309,1610,31.7,7.894016309,155,0,0,0,0,0,
6725,L53904,L,175.1002772,310.6,1560,36.8,3.018746497,113,0,0,0,0,0,301.3
8030,M22889,M,114.1886247,311.9,1629,35.3,1.472197911,0,0,0,0,0,0,300.6
8053,L55232,L,117.8437352,311.9,1403,45.7,2.192881791,54,0,0,0,0,0,300.5
856,L48035,L,291.053818,307.2,1615,,4.569435586,18,0,0,0,0,0,296.1
3927,L51106,L,209.1089763,311.5,1609,36,1.186587807,162,0,0,0,0,0,302.6
8548,M23407,M,320.795627,309.4,1666,24.3,4.692058938,68,0,0,0,0,0,298.4
79,L47258,L,333.006996,308.9,1398,,5.313329727,0,0,0,0,0,0,298.8
7089,M21948,M,225.1171456,310.3,1614,32.7,8.326120067,0,0,0,0,0,0,300.6
2248,M17107,M,343.7870501,308.4,1396,48.5,5.060656278,5,0,0,0,0,0,299.2
8264,H37677,H,317.8245833,310.6,1704,30.6,6.317058573,160,0,0,0,0,0,299.2
4027,M18886,M,346.054782,311,1574,34.1,3.855507227,215,0,0,0,0,0,302.1
9950,M24809,M,198.7083135,307.8,1411,53.4,8.695712405,110,0,0,0,0,0,298.2
9572,L56751,L,348.7615842,310.8,1589,,5.910290446,190,0,0,0,0,0,
9296,M24155,M,140.4735442,309,1413,47.9,2.037086155,97,0,0,0,0,0,298.2
715,L47894,L,303.0682959,308.6,1609,36.2,2.409397104,116,0,0,0,0,0,297.4
7452,L54631,L,342.2953296,311.8,1508,43.1,1.58720061,57,0,0,0,0,0,300.3
789,M15648,M,209.8904377,308.1,1440,46.3,6.955163005,64,0,0,0,0,0,296.9
2280,L49459,L,223.5734546,308.7,1525,39,4.792208211,90,0,0,0,0,0,
4096,H33509,H,263.3543506,310.5,1459,43.2,9.137451697,148,0,0,0,0,0,302
3898,M18757,M,151.2307894,311.1,1640,32.8,7.230735148,77,0,0,0,0,0,302.2
7945,L55124,L,356.220104,311.7,1414,49,8.89549469,10,0,0,0,0,0,300.8
7178,L54357,L,398.6328047,310.2,1415,,3.290607457,21,0,0,0,0,0,300.2
9077,L56256,L,141.0744716,308.1,1474,44.3,5.453632817,152,,0,0,0,0,297.2
9453,M24312,M,356.4317257,308.7,1392,53.4,9.722380375,104,0,0,0,0,0,298
3632,M18491,M,217.8524442,311.4,1419,36.2,9.123744829,47,0,0,0,0,0,302.1
8625,H38038,H,311.1232978,308.4,1490,39.7,9.583550551,34,0,0,0,0,0,297.5
7298,L54477,L,321.9200873,310.5,1500,39.8,4.473121395,107,0,0,0,0,0,300.1
6273,M21132,M,163.3983324,310.6,1429,52.7,5.573086775,35,0,0,0,0,0,301.1
425,L47604,L,390.4968071,308.4,1430,45.7,3.189097597,15,0,0,0,0,0,297.3
393,M15252,M,276.5198369,308.5,1490,43.4,2.057284553,154,0,0,0,0,0,297.6
3192,M18051,M,242.8259545,309.2,1732,33.7,4.328396582,218,0,0,0,0,0,300.1
17,M14876,M,287.5210967,309.2,1311,46.6,6.110880049,44,0,0,0,0,0,298.6
6336,M21195,M,184.3533774,309.8,1430,43.4,5.565342453,198,0,0,0,0,0,300.4
4201,L51380,L,316.0591607,311.1,1571,34.2,3.542401663,201,0,0,0,0,0,302.5
2673,L49852,L,240.6402397,309.3,1445,42.6,1.130989979,0,0,0,0,0,0,
2445,L49624,L,232.2327553,308.6,1267,68.2,7.31578556,76,,0,1,0,0,
6698,L53877,L,188.7011242,310.9,1643,34.1,1.1718893,44,0,0,0,0,0,301.6
6165,H35578,H,312.8327527,310.7,1656,30.7,2.595166077,200,0,0,0,0,0,300.9
2602,L49781,L,128.2113675,309.1,1399,52.1,2.436008667,27,0,0,0,0,0,299.3
3494,M18353,M,214.3929318,311,1638,35.4,1.121570344,116,0,0,0,0,0,301.9
6045,M20904,M,306.6676397,310.9,1522,41.7,5.08428535,115,0,0,0,0,0,300.8
1460,L48639,L,252.486769,310.3,1472,36.1,7.177196901,97,0,0,0,0,0,299
3805,L50984,L,115.1126586,310.9,1529,33.4,7.8369979,62,0,0,0,0,0,
9846,L57025,L,144.2843371,309.1,1421,47.4,9.286208459,33,0,0,0,0,0,298.3
7395,L54574,L,236.9728909,310.6,1479,38,8.358792656,137,0,0,0,0,0,299.7
4840,H34253,H,246.129891,311.9,1402,,8.056990083,54,0,0,0,0,0,303.4
8112,M22971,M,134.8031075,311.8,1553,33.1,9.432687051,209,1,0,0,0,0,300.4
3836,M18695,M,287.819805,311.1,1435,43.1,9.914550117,149,0,0,0,0,0,302.3
9314,L56493,L,131.6159526,309.4,1418,45.1,1.905665934,148,0,0,0,0,0,298.5
5684,M20543,M,261.6650165,311.6,1592,37.7,3.81949852,79,0,0,0,0,0,302.2
8749,L55928,L,116.7588812,308.5,1384,39.6,7.056214656,144,0,0,0,0,0,297.3
5828,L53007,L,189.1504526,311.1,1624,40.9,1.208675637,0,0,0,0,0,0,301.3
9749,M24608,M,337.7696196,310.1,1441,41.2,6.747406617,189,0,0,0,0,,298.9
4725,L51904,L,361.8938795,311.9,1771,31.6,4.120129881,202,0,0,0,0,0,303.4
8760,M23619,M,207.7671997,308.7,1352,53,7.001019541,171,,0,0,0,0,297.5
5888,H35301,H,332.6633255,311.1,1445,41.4,5.812657977,144,0,0,0,0,0,301.4
2356,M17215,M,135.8082539,308.5,1305,60.6,4.982860837,44,0,0,0,0,0,299.3
6037,M20896,M,307.6449238,311,1401,54.6,4.211863334,94,0,0,0,0,0,300.6
4799,L51978,L,200.2870787,312.5,1457,46.4,2.853609949,168,0,0,0,0,0,
2443,M17302,M,151.0158195,308.4,1332,51.7,7.600447542,71,0,0,0,0,0,299.1
8646,M23505,M,126.4564064,308.6,1492,35.5,8.28799736,88,0,0,0,0,0,297.6
4593,L51772,L,141.3391929,311.1,1555,33.9,4.661046041,96,0,0,0,0,0,302.9
8773,L55952,L,329.6829711,308.6,1621,28.9,2.844828225,0,0,0,0,0,0,
465,L47644,L,350.4591695,308.6,1511,35.7,5.518258502,120,0,0,0,0,0,297.3
164,M15023,M,201.9935141,308.2,1468,43.8,9.758318063,2,0,0,0,0,0,298.4
9262,H38675,H,186.7915815,309,1470,38.4,5.353878915,10,0,0,0,0,0,298.3
9434,M24293,M,146.2702857,308.7,1430,51.9,1.426532234,47,0,0,0,0,0,298
8406,M23265,M,284.9687967,309.5,1484,41.7,4.820571496,119,0,0,0,0,0,298.4
9778,L56957,L,364.2995092,309.6,1387,57.6,8.366136729,50,0,0,0,0,0,298.6
9479,L56658,L,252.0859674,309.6,1890,24,2.354643244,173,0,0,0,0,0,
7381,L54560,L,288.2969939,310.2,1743,24.8,3.419481875,99,,0,0,0,0,299.6
6637,M21496,M,379.1187907,310.5,1774,25.5,6.362207756,121,0,0,0,0,0,301.5
242,L47421,L,343.4329236,308.1,1777,24.3,8.497931768,200,0,0,0,0,0,298
2010,M16869,M,217.1521871,308.3,1717,28.7,1.670744716,29,0,0,0,0,0,298.6
6357,M21216,M,306.837245,309.7,1420,48.4,3.971620287,36,0,0,0,0,0,300.1
3085,H32498,H,366.4839134,309.4,1329,55.2,6.833446032,143,0,0,0,0,0,300.1
6209,M21068,M,169.6945272,310.6,1418,46.3,7.23537187,84,0,0,0,0,0,300.7
901,L48080,L,291.6138262,306.2,1569,35.1,5.014871193,140,0,0,0,0,0,
5543,L52722,L,261.264925,311.7,1400,41.6,1.47680125,136,0,0,0,0,0,302.3
6008,M20867,M,253.4940139,310.6,1349,54.5,1.766459095,19,0,0,0,0,0,300.7
7639,L54818,L,237.0150672,311.5,1661,35.9,9.888421528,110,0,0,0,0,0,300.5
6794,L53973,L,372.0284496,310.7,1608,31.4,5.808917783,86,0,0,0,0,0,301.3
8870,L56049,L,140.8297626,309,1528,37.5,6.864412981,54,0,0,0,0,0,297.9
7759,L54938,L,200.1085504,311.8,1689,30.8,3.283842742,196,0,0,0,0,0,300.4
4838,H34251,H,349.7839826,311.8,1806,27.7,5.396810852,44,0,0,0,0,0,303.3
2294,L49473,L,103.4051635,308.9,1520,38.3,6.451534711,122,0,0,0,0,0,299.5
6549,L53728,L,285.5835922,310.8,1770,24.1,2.025903909,112,0,0,0,0,0,301.4
7899,L55078,L,172.4006441,312.5,1423,47.3,3.980510953,123,0,0,0,0,0,300.8
7978,L55157,L,365.6628985,312.4,1378,59,6.437303053,95,,0,0,0,0,301.2
4482,M19341,M,165.0052697,310.4,1544,35.1,1.215484355,25,0,0,0,0,0,302.6
5303,L52482,L,239.1588709,313.1,1491,,2.940398286,195,0,0,0,0,0,303.9
4606,H34019,H,340.6617999,311,1469,48.7,5.79083012,130,0,0,0,0,0,302.9
3717,L50896,L,270.9812601,311.4,1609,32.3,5.600538206,49,0,0,0,0,0,
9072,L56251,L,253.5661471,308.1,1429,54,4.098912528,138,0,0,0,0,0,297
6141,L53320,L,395.9517771,310.7,1589,34.3,9.514661174,144,0,0,0,0,0,300.8
1765,H31178,H,219.2087967,307.6,1318,55.7,9.414937575,0,0,0,0,0,0,298.2
6599,L53778,L,370.4637834,310.7,1424,51.1,5.06122495,22,0,0,0,0,0,301.5
1550,L48729,L,135.3600837,308.9,1706,29.5,1.424029009,107,0,0,0,0,0,298.4
3030,L50209,L,236.5421355,309.5,1525,51.3,5.250329292,4,0,0,0,0,0,300.4
8654,M23513,M,134.1524975,308.3,1335,57.9,6.193910606,113,0,0,0,0,0,297.4
6299,L53478,L,366.709384,310.5,1428,44.1,5.061222824,103,0,0,0,0,0,301.1
6663,M21522,M,275.8089659,310.4,2093,18.7,5.097106646,190,,0,0,0,0,301.3
6627,L53806,L,224.1654876,310.6,1613,42.5,7.503480529,97,0,0,0,0,0,301.6
2045,L49224,L,315.4170942,309.1,1470,41.1,4.743787052,118,0,0,0,0,0,299.3
768,L47947,L,143.6832504,308,1546,31.1,7.414954044,11,0,0,0,0,0,296.9
5694,M20553,M,268.6530094,311.8,1453,42.1,4.123070622,105,0,0,0,0,0,302.4
7871,M22730,M,218.3434681,312.1,1293,52.3,7.484234293,49,0,0,0,0,0,300.6
7796,H37209,H,320.0500157,311.6,1674,29.6,7.661146823,85,0,0,0,0,0,300.1
1509,M16368,M,162.3925957,308.6,1507,37.3,4.180404553,217,0,0,0,0,0,298
7231,L54410,L,297.152385,309.8,1542,39.4,5.452806691,155,0,0,0,0,0,299.8
7858,L55037,L,112.3000435,311.9,1432,43.1,7.33141074,16,0,0,0,0,0,300.5
3303,L50482,L,127.3114381,310.5,1503,48.6,8.993709356,72,,0,0,0,0,301.3
4518,L51697,L,256.0069846,310.3,1520,31.6,6.118493754,121,0,0,0,0,0,302.4
4220,L51399,L,388.2031775,310.7,1717,26.8,3.568090091,27,0,0,0,0,0,301.9
9079,L56258,L,364.4541271,308.1,1566,35.7,3.836670639,156,0,0,0,0,0,297.3
9941,M24800,M,159.9189952,308.1,1722,28.6,7.242507784,89,0,0,0,0,0,298.3
3293,L50472,L,197.5248497,310.3,1400,44.3,7.976497994,47,0,0,0,0,0,301.3
820,L47999,L,379.993956,307.6,1398,46.7,9.255318676,144,0,0,0,0,0,296.8
1404,L48583,L,199.6093223,310.2,1372,48,6.567486286,174,0,0,0,0,0,299
1383,L48562,L,387.9671486,310.1,1653,30.3,2.850648012,119,0,0,0,0,0,298.8
2149,L49328,L,147.128342,308.9,1583,34.1,3.35975786,176,0,0,0,0,0,299.4
6929,L54108,L,213.7589043,311.7,1816,24.5,7.071017411,7,0,0,0,0,0,301.1
5672,H35085,H,154.8226837,311.6,1534,37.2,3.32996031,41,0,0,0,0,0,302.2
1639,L48818,L,336.145412,307.8,1397,45,3.024484313,104,0,0,0,0,0,297.9
5892,L53071,L,187.5617296,311,1334,53.3,3.900191689,157,0,0,0,0,0,301.4
7428,L54607,L,330.5713661,311.4,1634,31.9,6.994039156,0,0,0,0,0,0,300
609,L47788,L,135.6162127,309.9,1403,47.7,5.804039062,43,0,0,0,0,0,298
6908,L54087,L,175.1129693,311.3,1449,40.2,2.761237037,168,0,0,0,0,0,
400,L47579,L,231.4822221,308.4,1392,49.7,8.448600497,174,0,0,0,0,0,297.4
7248,M22107,M,381.7512679,310.1,1314,53.5,5.072895215,199,0,0,0,0,0,300
6407,L53586,L,230.9248198,309.8,1526,45.6,6.114925096,175,0,0,0,0,0,300.2
883,M15742,M,225.4115525,306.2,1739,25.9,5.830208783,94,0,0,0,0,0,295.7
3566,M18425,M,269.0532719,310.7,1420,52,8.33684964,88,0,0,0,0,0,301.8
4286,L51465,L,175.0071247,309.9,1317,49,9.436424218,187,0,1,0,0,0,301.7
1180,L48359,L,110.2999032,308.4,1441,43.4,6.394711478,14,0,0,0,0,0,297.3
5449,L52628,L,308.6853586,312.7,1551,41.8,1.585872067,111,0,0,0,0,0,
4245,L51424,L,320.4259482,310.9,1469,39.6,6.235377211,86,0,0,0,0,0,302.4
5219,L52398,L,310.4649039,312.9,1589,37.2,8.223475268,203,0,0,0,0,0,303.8
3977,H33390,H,130.9030838,311.4,1372,46,3.634280202,86,0,0,0,0,0,302.3
2131,L49310,L,141.5705383,309,1391,58.2,3.011905681,135,0,0,0,0,0,299.4
5079,M19938,M,382.3570653,313.4,1482,,3.594913608,41,0,0,0,0,0,
457,H29870,H,248.7765552,308.7,1478,47.6,7.920352308,98,0,0,0,0,0,297.3
5583,L52762,L,362.4167453,312,2052,18.9,4.860475725,40,0,0,0,0,0,302.5
5176,L52355,L,163.8224578,313.4,1740,23.7,1.659035173,86,0,0,0,0,0,304.2
1951,M16810,M,146.5861436,307.9,1479,47.6,9.548640216,76,0,0,0,0,0,298
5373,H34786,H,376.1005506,312.3,1509,46.8,7.381566747,175,0,0,0,0,0,302.9
690,H30103,H,131.5031788,309,1354,55.6,8.277104345,46,0,0,0,0,0,297.6
8853,L56032,L,390.8254543,308.9,1575,39.9,9.161253906,12,0,0,0,0,0,297.7
6526,L53705,L,217.7286323,310.4,1312,73.6,3.024628705,49,0,0,1,0,0,301.1
9822,L57001,L,381.9423221,309.4,1667,35.6,1.863709281,185,0,0,0,0,0,298.6
6489,L53668,,217.4708209,309.8,1330,54.4,1.767360018,171,0,0,0,0,0,300.7
6922,L54101,L,322.9762249,311.6,1432,48.1,8.882277506,202,0,0,0,0,0,301.1
1954,L49133,L,122.6523261,307.7,1593,34.9,1.395629254,83,0,0,0,0,0,297.9
7635,M22494,M,274.8627231,311.3,1506,40.7,6.061862973,98,0,0,0,0,0,
5637,L52816,L,372.223011,312,1447,45.5,4.329900782,173,0,0,0,0,0,302.6
7155,L54334,,190.1880183,310.1,1483,39.9,3.319067828,174,0,0,0,0,0,300.3
8425,L55604,L,279.2863634,310.6,1380,44.7,3.516364542,170,0,0,0,0,0,299.1
6611,L53790,L,342.2384274,310.4,1543,34,6.034817381,55,0,0,0,0,0,301.5
2711,L49890,L,175.634823,309.1,1574,39.2,5.952119412,83,0,0,0,0,0,299.6
8731,H38144,H,202.3838267,308.7,1569,33.9,3.700498587,93,0,0,0,0,0,297.3
3202,L50381,L,375.5523424,309.1,1479,47,1.142428046,22,0,0,0,0,0,300.2
4350,L51529,L,372.4473427,309.7,1595,31.4,1.147253444,133,0,0,0,0,0,301.9
4139,L51318,L,276.70839,310.2,1311,57.4,8.382328665,40,0,1,0,0,0,301.7
1885,M16744,M,120.5827437,307.6,1792,26,4.936108976,119,0,0,0,0,0,298
8640,L55819,L,280.7346532,308.4,1384,56,5.468181866,73,0,0,0,0,0,297.5
4486,L51665,L,284.8200665,310.4,1542,35.7,6.048616062,38,0,0,0,0,0,302.7
2495,L49674,L,280.0988161,308.8,1329,53.6,5.193382929,207,0,0,0,1,0,299.1
5948,M20807,M,209.0038246,310.8,1465,45.2,2.076212182,92,,0,0,0,0,300.7
3037,L50216,L,244.184665,309.6,1319,48.1,9.158682456,26,0,0,0,0,0,300.4
5778,L52957,L,233.0419094,311.1,1408,44.4,7.122419425,106,0,0,0,0,0,
3604,L50783,L,300.6848794,310.7,1542,40,8.440185337,188,0,0,0,0,0,301.7
846,L48025,L,270.0384806,307.3,1439,41.5,5.44510598,208,,0,0,0,0,296.3
543,L47722,L,232.9776473,309.4,1803,24.7,9.878428857,98,,0,0,0,0,297.5
3725,M18584,M,144.0845201,311.2,1507,47.7,2.278074809,70,0,0,0,0,0,302.3
4188,M19047,M,340.682418,310.7,1601,33,2.227523179,166,0,0,0,0,0,302.2
3680,L50859,L,224.0577463,311.5,1725,34,7.659352715,170,0,0,0,0,0,302.2
8900,M23759,M,389.7051413,308.5,1710,27.7,9.845520863,138,,0,0,0,0,297.3
7968,M22827,,329.7449508,312.2,1629,32.6,1.376865512,69,0,0,0,0,0,301
8486,L55665,L,121.4934438,309.5,1450,47.9,3.977736163,112,0,0,0,0,0,298.4
6076,L53255,L,145.8452986,310.9,1813,28.5,2.333342584,197,0,0,0,0,0,301
7341,L54520,L,253.3656725,310.3,1386,46.6,7.233048123,2,0,0,0,0,0,299.7
8226,L55405,L,256.4299024,310.5,1532,36.6,7.987041683,62,,0,0,0,0,299.1
